:START_ID(Character-ID),:END_ID(Character-ID),:TYPE
R732,R146,现任机构
R733,R746,履历
R733,character_sR169,性别
R733,R146,现任机构
R734,R746,履历
R734,character_sR170,性别
R734,R146,现任机构
R735,R747,履历
R735,character_sR171,性别
R735,R146,现任机构
R736,R746,履历
R736,character_sR172,性别
R736,R146,现任机构
R737,R746,履历
R737,character_sR173,性别
R737,R146,现任机构
R738,R747,履历
R738,character_sR174,性别
R738,R146,现任机构
R739,R746,履历
R739,character_sR175,性别
R739,R146,现任机构
R740,R747,履历
R740,character_sR176,性别
R740,R146,现任机构
R741,R745,履历
R741,character_sR177,性别
R741,R146,现任机构
R742,R745,履历
R742,character_sR178,性别
R742,R146,现任机构
R743,R750,履历
R743,character_sR179,性别
R743,R146,现任机构
R744,R745,履历
R744,character_sR180,性别
R744,R146,现任机构
R751,R756,履历
R751,character_sR181,性别
R751,R755,现任机构
R752,R756,履历
R752,character_sR182,性别
R752,R755,现任机构
R753,R757,履历
R753,character_sR183,性别
R753,R755,现任机构
R754,R757,履历
R754,character_sR184,性别
R754,R755,现任机构
R758,R770,履历
R758,character_sR185,性别
R758,R771,现任机构
R760,R772,履历
R760,character_sR186,性别
R760,R771,现任机构
R761,R772,履历
R761,character_sR187,性别
R761,R771,现任机构
R762,R772,履历
R762,character_sR188,性别
R762,R771,现任机构
R763,R773,履历
R763,character_sR189,性别
R763,R771,现任机构
R764,R773,履历
R764,character_sR190,性别
R764,R771,现任机构
R765,R774,履历
R765,character_sR191,性别
R765,R771,现任机构
R766,R774,履历
R766,character_sR192,性别
R766,R771,现任机构
R767,R774,履历
R767,character_sR193,性别
R767,R771,现任机构
R768,R772,履历
R768,character_sR194,性别
R768,R771,现任机构
R769,R774,履历
R769,character_sR195,性别
R769,R771,现任机构
R775,character_dR79,发表日期
R776,character_dR80,发表日期
R776,R811,第一作者
R776,R21,共同作者
R777,character_dR81,发表日期
R777,R21,第一作者
R777,R806,共同作者
R777,R808,共同作者
R777,R805,共同作者
R777,R809,共同作者
R777,R807,共同作者
R777,R804,共同作者
R777,R810,共同作者
R778,character_dR82,发表日期
R778,R802,第一作者
R778,R21,共同作者
R778,R803,共同作者
R779,character_sR196,籍贯
R779,R792,事迹
R779,R780,职责
R779,R391,死亡原因
R779,R783,履历
R779,R784,履历
R779,R785,履历
R779,character_sR197,性别
R779,character_dR83,死亡时间
R779,character_dR84,出生日期
R779,character_sR198,民族
R786,R791,事迹
R786,R787,职责
R786,R391,死亡原因
R786,R790,履历
R786,R789,履历
R786,R788,履历
R786,character_sR199,性别
R786,character_dR85,死亡时间
R786,character_dR86,出生日期
R786,character_sR200,民族
R812,character_dR87,发表日期
R812,R814,第一作者
R812,R818,共同作者
R812,R817,共同作者
R812,R816,共同作者
R812,R815,共同作者
R812,R214,共同作者
R813,R812,发表
R819,character_dR88,发表日期
R819,R814,第一作者
R819,R815,共同作者
R819,R214,共同作者
R82,R47,出版
R820,R821,发表
R820,R819,发表
R821,character_dR89,发表日期
R821,R815,第一作者
R821,R825,共同作者
R821,R822,共同作者
R821,R827,共同作者
R821,R826,共同作者
R821,R824,共同作者
R821,R823,共同作者
R821,R214,共同作者
R83,R48,出版
R88,R51,发表
R88,R49,发表
R89,R50,发表
R90,R52,发表
R91,R54,发表
R91,R53,发表
R92,R139,发表
R93,R140,发表
R94,R801,发表
R95,R142,发表
R96,R143,发表
